id_booking,fecha_inicio,producto,estado,fecha_fin,fecha_creacion,tipo_evento,pax,total_evento,sala,fb,alojamiento,antelacion_dias
19273,2025-11-20,Salas,Perdido,2025-11-20,2025-02-05,,,0.0,0.0,0.0,0.0,288.0
19276,2025-05-11,Habs y Salas,CONFIRMACIÓN,2025-05-13,2025-02-05,GRUPOS,52.0,6399.49,3455.32,2848.85,0.0,95.0
19351,2025-06-27,Salas,Perdido,2025-06-27,2025-02-06,,,0.0,0.0,0.0,0.0,141.0
19492,2025-04-03,Salas,Perdido,2025-04-03,2025-02-10,,,0.0,0.0,0.0,0.0,52.0
19493,2025-05-15,Habs y Salas,Perdido,2025-05-17,2025-02-10,,,0.0,0.0,0.0,0.0,94.0
19506,2025-06-25,Habs y Salas,Perdido,2025-06-28,2025-02-11,,,0.0,0.0,0.0,0.0,134.0
19553,2025-06-20,Salas,Perdido,2025-06-20,2025-02-12,,,0.0,0.0,0.0,0.0,128.0
19556,2025-03-26,Salas,Perdido,2025-03-26,2025-02-12,,,0.0,0.0,0.0,0.0,42.0
19597,2025-02-18,Salas,CONFIRMACIÓN,2025-02-18,2025-02-13,REUNIÓN,32.0,220.74,0.0,220.74,0.0,5.0
19598,2025-02-18,Salas,CONFIRMACIÓN,2025-02-25,2025-02-13,REUNIÓN,25.0,172.45,0.0,172.45,0.0,5.0
19600,2025-02-19,Salas,CONFIRMACIÓN,2025-02-19,2025-02-13,REUNIÓN,30.0,263.38,0.0,263.38,0.0,6.0
19622,2025-12-19,Salas,Perdido,2025-12-19,2025-02-13,,,0.0,0.0,0.0,0.0,309.0
19633,2025-11-12,Habs y Salas,Perdido,2025-11-15,2025-02-13,,,0.0,0.0,0.0,0.0,272.0
19634,2025-09-22,Habs y Salas,Perdido,2025-09-23,2025-02-13,,,0.0,0.0,0.0,0.0,221.0
19646,2025-05-28,Salas,Perdido,2025-05-28,2025-02-13,,,0.0,0.0,0.0,0.0,104.0
19650,2025-09-19,Habs y Salas,Perdido,2025-09-21,2025-02-13,,,0.0,0.0,0.0,0.0,218.0
19674,2025-03-26,Habs y Salas,Cancelado,2025-03-28,2025-02-14,,,0.0,0.0,0.0,0.0,40.0
19676,2025-04-30,Habs y Salas,Cancelado,2025-05-02,2025-02-14,,,0.0,0.0,0.0,0.0,75.0
19740,2025-09-07,Habs y Salas,Perdido,2025-09-15,2025-02-17,,,0.0,0.0,0.0,0.0,202.0
19741,2025-06-11,Salas,CONFIRMACIÓN,2025-06-11,2025-02-17,REUNIÓN,8.0,500.43,430.19,70.24,0.0,114.0
19775,2025-03-26,Salas,CONFIRMACIÓN,2025-04-11,2025-02-18,REUNIÓN,70.0,0.0,0.0,0.0,0.0,36.0
19776,2025-03-24,Salas,Perdido,2025-03-24,2025-02-18,,,0.0,0.0,0.0,0.0,34.0
19778,2025-02-25,Salas,CONFIRMACIÓN,2025-02-25,2025-02-18,REUNIÓN,38.0,262.13,0.0,262.13,0.0,7.0
19779,2025-02-25,Salas,CONFIRMACIÓN,2025-02-25,2025-02-18,REUNIÓN,35.0,241.43,0.0,241.43,0.0,7.0
19780,2025-04-03,Habs y Salas,Perdido,2025-10-24,2025-02-18,,,0.0,0.0,0.0,0.0,44.0
19994,2025-10-10,Habs y Salas,CONFIRMACIÓN,2025-10-22,2025-06-23,REUNIÓN,15.0,1918.93,1523.85,395.07,0.0,109.0
20079,2025-04-04,Salas,Perdido,2025-04-04,2025-02-24,,,0.0,0.0,0.0,0.0,39.0
20080,2025-04-03,Salas,Perdido,2025-04-03,2025-02-24,,,0.0,0.0,0.0,0.0,38.0
20114,2025-03-04,Salas,CONFIRMACIÓN,2025-03-04,2025-02-24,REUNIÓN,34.0,234.54,0.0,234.54,0.0,8.0
20115,2025-03-04,Salas,CONFIRMACIÓN,2025-03-04,2025-02-24,REUNIÓN,25.0,172.45,0.0,172.45,0.0,8.0
20116,2025-03-05,Salas,CONFIRMACIÓN,2025-03-05,2025-02-24,REUNIÓN,29.0,290.97,0.0,290.97,0.0,9.0
20117,2025-03-06,Salas,CONFIRMACIÓN,2025-03-06,2025-02-24,REUNIÓN,80.0,702.35,0.0,702.35,0.0,10.0
20173,2025-06-02,Salas,CONFIRMACIÓN,2025-06-12,2025-02-25,REUNIÓN,9.0,771.33,771.33,0.0,0.0,97.0
20230,2025-03-06,Salas,Perdido,2025-03-21,2025-02-26,,,0.0,0.0,0.0,0.0,8.0
20233,2025-04-04,Salas,Perdido,2025-04-04,2025-02-26,,,0.0,0.0,0.0,0.0,37.0
20317,2025-03-18,Salas,Cancelado,2025-03-20,2025-02-27,,,0.0,0.0,0.0,0.0,19.0
20333,2025-05-31,Salas,Perdido,2025-05-31,2025-02-27,,,0.0,0.0,0.0,0.0,93.0
20334,2025-05-22,Salas,Perdido,2025-05-22,2025-02-27,,,0.0,0.0,0.0,0.0,84.0
20472,2025-03-04,Salas,Cancelado,2025-03-04,2025-03-03,,,0.0,0.0,0.0,0.0,1.0
20473,2025-09-23,Salas,Perdido,2025-09-23,2025-03-03,,,0.0,0.0,0.0,0.0,204.0
20474,2025-04-06,Salas,Perdido,2025-04-06,2025-03-03,,,0.0,0.0,0.0,0.0,34.0
20495,2025-05-04,Salas,Perdido,2025-05-04,2025-03-03,,,0.0,0.0,0.0,0.0,62.0
20542,2025-06-23,Habs y Salas,Perdido,2025-06-25,2025-03-04,,,0.0,0.0,0.0,0.0,111.0
20543,2025-06-25,Habs y Salas,Perdido,2025-06-27,2025-03-04,,,0.0,0.0,0.0,0.0,113.0
20648,2025-06-01,Habs y Salas,CONFIRMACIÓN,2025-06-05,2025-03-05,REUNIÓN,100.0,555.61,250.84,0.0,282.2,88.0
20653,2025-05-27,Salas,Perdido,2025-05-28,2025-03-05,,,0.0,0.0,0.0,0.0,83.0
20698,2025-05-22,Salas,Perdido,2025-05-22,2025-03-06,,,0.0,0.0,0.0,0.0,77.0
20699,2025-10-07,Habs y Salas,CONFIRMACIÓN,2025-10-13,2025-03-06,GRUPOS,11.0,3250.89,0.0,0.0,2993.52,215.0
20704,2025-06-26,Habs y Salas,Perdido,2025-06-28,2025-03-07,,,0.0,0.0,0.0,0.0,111.0
20705,2025-06-30,Habs y Salas,Cancelado,2025-07-02,2025-03-07,,,0.0,0.0,0.0,0.0,115.0
20783,2025-10-12,Habs y Salas,Perdido,2025-10-16,2025-03-08,,,0.0,0.0,0.0,0.0,218.0
20804,2025-04-24,Habs y Salas,Perdido,2025-04-25,2025-03-10,,,0.0,0.0,0.0,0.0,45.0
20815,2025-06-07,Salas,Perdido,2025-06-08,2025-03-10,,,0.0,0.0,0.0,0.0,89.0
20816,2025-03-31,Salas,CONFIRMACIÓN,2025-04-01,2025-03-10,REUNIÓN,15.0,360.27,270.91,89.36,0.0,21.0
20844,2025-06-23,Habs y Salas,CONFIRMACIÓN,2025-06-27,2025-03-10,GRUPOS,11.0,4433.28,1630.77,544.95,2078.84,105.0
20891,2025-04-03,Salas,CONFIRMACIÓN,2025-04-04,2025-03-11,REUNIÓN,16.0,366.23,270.91,95.32,0.0,23.0
20900,2025-06-20,Salas,Perdido,2025-06-20,2025-03-12,,,0.0,0.0,0.0,0.0,100.0
20932,2025-04-02,Salas,Perdido,2025-04-02,2025-03-12,,,0.0,0.0,0.0,0.0,21.0
20962,2025-06-29,Salas,Cancelado,2025-07-02,2025-03-12,,,0.0,0.0,0.0,0.0,109.0
21020,2025-03-20,Salas,CONFIRMACIÓN,2025-03-24,2025-03-14,REUNIÓN,8.0,322.33,257.11,65.22,0.0,6.0
21043,2025-10-08,Habs y Salas,Perdido,2025-10-10,2025-03-14,,,0.0,0.0,0.0,0.0,208.0
21044,2025-04-09,Salas,CONFIRMACIÓN,2025-04-10,2025-03-14,REUNIÓN,12.0,342.4,270.91,71.49,0.0,26.0
21224,2025-04-11,Habs y Salas,Perdido,2025-04-18,2025-03-18,,,0.0,0.0,0.0,0.0,24.0
21281,2025-04-07,Habs y Salas,Perdido,2025-04-11,2025-03-18,,,0.0,0.0,0.0,0.0,20.0
21322,2025-05-09,Salas,CONFIRMACIÓN,2025-05-09,2025-03-19,COCKTAIL,28.0,614.56,0.0,614.56,0.0,51.0
21337,2025-08-24,Habs y Salas,Perdido,2025-08-26,2025-03-19,,,0.0,0.0,0.0,0.0,158.0
21358,2025-08-26,Habs y Salas,Perdido,2025-08-29,2025-03-20,,,0.0,0.0,0.0,0.0,159.0
21360,2025-10-23,Habs y Salas,Perdido,2025-10-26,2025-03-20,,,0.0,0.0,0.0,0.0,217.0
21431,2025-04-24,Salas,Perdido,2025-05-21,2025-03-20,,,0.0,0.0,0.0,0.0,35.0
21433,2025-05-16,Salas,Perdido,2025-05-16,2025-03-20,,,0.0,0.0,0.0,0.0,57.0
21496,2025-10-10,Habs y Salas,Perdido,2025-10-12,2025-03-21,,,0.0,0.0,0.0,0.0,203.0
21509,2025-05-06,Salas,Perdido,2025-05-06,2025-03-23,,,0.0,0.0,0.0,0.0,44.0
21550,2025-09-02,Habs y Salas,Perdido,2025-09-05,2025-03-24,,,0.0,0.0,0.0,0.0,162.0
21557,2025-04-28,Habs y Salas,Perdido,2025-04-30,2025-03-24,,,0.0,0.0,0.0,0.0,35.0
21563,2025-03-24,Salas,CONFIRMACIÓN,2025-03-24,2025-03-24,BANQUETE,3.0,0.0,0.0,0.0,0.0,0.0
21564,2025-05-20,Habs y Salas,CONFIRMACIÓN,2025-05-23,2025-03-24,CONGRESO,9.0,6149.97,950.06,383.79,4515.12,57.0
21565,2025-09-01,Salas,Perdido,2025-09-01,2025-03-24,,,0.0,0.0,0.0,0.0,161.0
21567,2025-04-03,Salas,Perdido,2025-04-03,2025-03-24,,,0.0,0.0,0.0,0.0,10.0
21575,2025-03-26,Salas,CONFIRMACIÓN,2025-03-26,2025-03-25,REUNIÓN,80.0,501.68,501.68,0.0,0.0,1.0
21661,2025-04-21,Salas,Perdido,2025-04-21,2025-03-25,,,0.0,0.0,0.0,0.0,27.0
21663,2025-03-31,Habs y Salas,CONFIRMACIÓN,2025-04-03,2025-03-25,GRUPOS,4.0,1016.65,462.8,52.43,453.77,6.0
21705,2025-04-07,Salas,Perdido,2025-04-07,2025-03-26,,,0.0,0.0,0.0,0.0,12.0
21737,2025-04-03,Salas,CONFIRMACIÓN,2025-04-03,2025-03-26,REUNIÓN,72.0,632.12,0.0,632.12,0.0,8.0
21742,2025-11-15,Salas,Perdido,2025-11-15,2025-03-27,,,0.0,0.0,0.0,0.0,233.0
21882,2025-07-08,Habs y Salas,CONFIRMACIÓN,2025-07-12,2025-03-31,GRUPOS,14.0,6590.82,871.67,451.51,4791.04,99.0
21891,2025-04-16,Habs y Salas,CONFIRMACIÓN,2025-04-23,2025-03-31,GRUPOS,5.0,464.05,301.01,43.9,107.23,16.0
21922,2025-12-19,Salas,Perdido,2025-12-19,2025-04-01,,,0.0,0.0,0.0,0.0,262.0
21923,2025-04-28,Salas,Perdido,2025-11-28,2025-04-01,,,0.0,0.0,0.0,0.0,27.0
21936,2025-05-07,Salas,Perdido,2025-05-07,2025-04-01,,,0.0,0.0,0.0,0.0,36.0
21956,2025-04-15,Habs y Salas,Perdido,2025-04-17,2025-04-02,,,0.0,0.0,0.0,0.0,13.0
21957,2025-04-24,Salas,CONFIRMACIÓN,2025-04-25,2025-04-02,REUNIÓN,25.0,827.77,783.09,44.68,0.0,22.0
21963,2025-09-01,Salas,Perdido,2025-09-01,2025-04-02,,,0.0,0.0,0.0,0.0,152.0
22002,2025-07-21,Habs y Salas,Perdido,2025-07-24,2025-04-03,,,0.0,0.0,0.0,0.0,109.0
22004,2025-05-17,Salas,Perdido,2025-05-17,2025-04-03,,,0.0,0.0,0.0,0.0,44.0
22018,2025-05-19,Habs y Salas,Perdido,2025-05-22,2025-04-03,,,0.0,0.0,0.0,0.0,46.0
22048,2025-08-03,Habs y Salas,Perdido,2025-08-06,2025-04-07,,,0.0,0.0,0.0,0.0,118.0
22049,2025-05-20,Salas,Perdido,2025-05-20,2025-04-07,,,0.0,0.0,0.0,0.0,43.0
22078,2025-04-14,Salas,Perdido,2025-04-14,2025-04-07,,,0.0,0.0,0.0,0.0,7.0
22111,2025-05-24,Salas,CONFIRMACIÓN,2025-05-24,2025-04-07,BANQUETE,30.0,1046.0,1046.0,0.0,0.0,47.0
22116,2025-04-16,Salas,CONFIRMACIÓN,2025-04-16,2025-04-08,REUNIÓN,27.0,270.91,0.0,270.91,0.0,8.0
22128,2025-04-25,Salas,Perdido,2025-04-25,2025-04-08,,,0.0,0.0,0.0,0.0,17.0
22136,2025-04-12,Salas,Perdido,2025-04-12,2025-04-08,,,0.0,0.0,0.0,0.0,4.0
22157,2025-05-10,Salas,Perdido,2025-05-10,2025-04-08,,,0.0,0.0,0.0,0.0,32.0
22182,2025-10-02,Salas,Perdido,2025-10-04,2025-04-09,,,0.0,0.0,0.0,0.0,176.0
22189,2025-05-10,Salas,Perdido,2025-05-10,2025-04-09,,,0.0,0.0,0.0,0.0,31.0
22210,2025-09-28,Habs y Salas,CONFIRMACIÓN,2025-10-01,2025-04-09,GRUPOS,29.0,10692.06,0.0,0.0,9737.61,172.0
22211,2025-06-24,Salas,Perdido,2025-06-24,2025-04-09,,,0.0,0.0,0.0,0.0,76.0
22248,2025-06-22,Salas,Perdido,2025-06-28,2025-04-10,,,0.0,0.0,0.0,0.0,73.0
22249,2025-10-10,Salas,Perdido,2025-10-10,2025-04-10,,,0.0,0.0,0.0,0.0,183.0
22309,2025-05-22,Salas,Perdido,2025-05-22,2025-04-11,,,0.0,0.0,0.0,0.0,41.0
22310,2025-05-15,Salas,Perdido,2025-05-15,2025-04-11,,,0.0,0.0,0.0,0.0,34.0
22314,2025-04-15,Salas,Perdido,2025-04-15,2025-04-11,,,0.0,0.0,0.0,0.0,4.0
22316,2025-06-05,Salas,Perdido,2025-06-05,2025-04-11,,,0.0,0.0,0.0,0.0,55.0
22323,2025-10-18,Salas,Perdido,2025-10-18,2025-04-11,,,0.0,0.0,0.0,0.0,190.0
22324,2025-05-05,Salas,CONFIRMACIÓN,2025-05-08,2025-04-11,REUNIÓN,4.0,1028.44,1028.44,0.0,0.0,24.0
22338,2025-06-08,Salas,Cancelado,2025-06-08,2025-04-14,,,0.0,0.0,0.0,0.0,55.0
22365,2025-04-23,Salas,CONFIRMACIÓN,2025-04-23,2025-04-14,REUNIÓN,28.0,280.94,0.0,280.94,0.0,9.0
22366,2025-04-23,Salas,CONFIRMACIÓN,2025-04-23,2025-04-14,REUNIÓN,34.0,298.5,0.0,298.5,0.0,9.0
22390,2025-04-27,Salas,Perdido,2025-04-27,2025-04-15,,,0.0,0.0,0.0,0.0,12.0
22401,2025-05-11,Salas,Perdido,2025-05-11,2025-04-14,,,0.0,0.0,0.0,0.0,27.0
22417,2025-06-01,Habs y Salas,CONFIRMACIÓN,2025-06-07,2025-04-15,EVENTO,10.0,6546.92,1015.9,978.28,4159.55,47.0
22421,2025-04-15,Salas,Perdido,2025-04-15,2025-04-15,BANQUETE,20.0,413.89,413.89,0.0,0.0,0.0
22422,2025-05-06,Salas,CONFIRMACIÓN,2025-05-08,2025-04-15,REUNIÓN,14.0,702.67,541.81,160.85,0.0,21.0
22444,2025-04-15,Salas,CONFIRMACIÓN,2025-04-15,2025-04-15,BANQUETE,9.0,0.0,0.0,0.0,0.0,0.0
22457,2025-06-10,Habs y Salas,Perdido,2025-06-13,2025-04-16,,,0.0,0.0,0.0,0.0,55.0
22501,2025-05-19,Salas,CONFIRMACIÓN,2025-05-21,2025-04-16,REUNIÓN,15.0,865.4,602.02,263.38,0.0,33.0
22512,2025-09-30,Habs y Salas,Perdido,2025-10-03,2025-04-16,,,0.0,0.0,0.0,0.0,167.0
22591,2025-04-30,Salas,CONFIRMACIÓN,2025-04-30,2025-04-22,REUNIÓN,79.0,792.65,0.0,792.65,0.0,8.0
22649,2025-05-12,Habs y Salas,Cancelado,2025-05-13,2025-04-23,,,0.0,0.0,0.0,0.0,19.0
22653,2025-11-21,Salas,Perdido,2025-11-21,2025-04-23,,,0.0,0.0,0.0,0.0,212.0
22654,2025-06-12,Salas,Perdido,2025-06-12,2025-04-23,,,0.0,0.0,0.0,0.0,50.0
22656,2025-05-15,Habs y Salas,Perdido,2025-05-18,2025-04-23,,,0.0,0.0,0.0,0.0,22.0
22657,2025-05-13,Habs y Salas,CONFIRMACIÓN,2025-05-16,2025-04-24,REUNIÓN,5.0,344.9,301.01,43.9,0.0,19.0
22709,2025-05-02,Salas,Perdido,2025-05-02,2025-04-24,,,0.0,0.0,0.0,0.0,8.0
22718,2025-05-19,Salas,CONFIRMACIÓN,2025-05-21,2025-04-24,BANQUETE,23.0,1678.43,1598.01,80.43,0.0,25.0
22761,2025-07-07,Habs y Salas,Perdido,2025-07-27,2025-04-28,,,0.0,0.0,0.0,0.0,70.0
22790,2025-05-07,Salas,CONFIRMACIÓN,2025-05-07,2025-04-28,REUNIÓN,29.0,290.97,0.0,290.97,0.0,9.0
22798,2025-06-29,Habs y Salas,Perdido,2025-07-01,2025-04-28,,,0.0,0.0,0.0,0.0,62.0
22821,2025-05-08,Salas,CONFIRMACIÓN,2025-05-08,2025-04-28,REUNIÓN,65.0,570.66,0.0,570.66,0.0,10.0
22892,2025-05-08,Salas,CONFIRMACIÓN,2025-05-08,2025-04-30,REUNIÓN,36.0,361.21,0.0,361.21,0.0,8.0
22937,2025-05-14,Salas,CONFIRMACIÓN,2025-05-14,2025-05-05,REUNIÓN,30.0,301.01,0.0,301.01,0.0,9.0
22955,2025-06-11,Habs y Salas,CONFIRMACIÓN,2025-06-13,2025-05-02,EVENTO,19.0,9758.62,1903.25,327.66,7129.27,40.0
23003,2025-05-28,Salas,Perdido,2025-05-28,2025-05-05,,,0.0,0.0,0.0,0.0,23.0
23005,2025-05-14,Salas,Perdido,2025-05-14,2025-05-06,,,0.0,0.0,0.0,0.0,8.0
23006,2025-05-22,Salas,Perdido,2025-05-22,2025-05-06,,,0.0,0.0,0.0,0.0,16.0
23019,2025-06-20,Salas,Perdido,2025-06-20,2025-05-06,,,0.0,0.0,0.0,0.0,45.0
23117,2025-10-08,Salas,Perdido,2025-10-09,2025-05-08,,,0.0,0.0,0.0,0.0,153.0
23167,2025-07-18,Salas,CONFIRMACIÓN,2025-07-18,2025-05-09,BANQUETE,27.0,829.65,829.65,0.0,0.0,70.0
23168,2025-06-13,Salas,Perdido,2025-06-13,2025-05-09,,,0.0,0.0,0.0,0.0,35.0
23169,2025-11-11,Habs y Salas,Perdido,2025-11-14,2025-05-09,,,0.0,0.0,0.0,0.0,186.0
23201,2025-11-28,Salas,Perdido,2025-11-28,2025-05-09,,,0.0,0.0,0.0,0.0,203.0
23226,2025-05-21,Salas,CONFIRMACIÓN,2025-05-21,2025-05-12,REUNIÓN,29.0,290.97,0.0,290.97,0.0,9.0
23227,2025-05-21,Salas,CONFIRMACIÓN,2025-05-21,2025-05-12,REUNIÓN,48.0,421.41,0.0,421.41,0.0,9.0
23265,2025-05-17,Salas,Perdido,2025-05-17,2025-05-12,,,0.0,0.0,0.0,0.0,5.0
23295,2025-05-14,Salas,CONFIRMACIÓN,2025-05-16,2025-05-13,REUNIÓN,15.0,75.25,0.0,75.25,0.0,1.0
23297,2025-06-24,Habs y Salas,Perdido,2025-06-26,2025-05-13,,,0.0,0.0,0.0,0.0,42.0
23329,2025-11-20,Salas,CONFIRMACIÓN,2025-11-20,2025-05-14,GRUPOS,6.0,368.73,368.73,0.0,0.0,190.0
23332,2025-06-17,Salas,Perdido,2025-06-17,2025-05-13,,,0.0,0.0,0.0,0.0,35.0
23407,2025-09-08,Salas,Perdido,2025-09-12,2025-05-15,,,0.0,0.0,0.0,0.0,116.0
23426,2025-05-15,Salas,CONFIRMACIÓN,2025-05-15,2025-05-15,REUNIÓN,16.0,0.0,0.0,0.0,0.0,0.0
23448,2025-06-20,Salas,Perdido,2025-06-20,2025-05-16,,,0.0,0.0,0.0,0.0,35.0
23449,2025-05-16,Salas,CONFIRMACIÓN,2025-05-16,2025-05-16,BANQUETE,10.0,0.0,0.0,0.0,0.0,0.0
23453,2025-06-06,Salas,Cancelado,2025-06-06,2025-05-16,,,0.0,0.0,0.0,0.0,21.0
23510,2025-05-28,Salas,CONFIRMACIÓN,2025-05-28,2025-05-19,REUNIÓN,29.0,290.97,0.0,290.97,0.0,9.0
23556,2025-05-20,Salas,CONFIRMACIÓN,2025-05-20,2025-05-20,COCKTAIL,25.0,57.19,57.19,0.0,0.0,0.0
23632,2025-06-19,Habs y Salas,CONFIRMACIÓN,2025-06-23,2025-05-21,GRUPOS,7.0,857.25,551.22,105.35,188.76,29.0
23701,2025-06-05,Habs y Salas,Perdido,2025-06-06,2025-05-22,,,0.0,0.0,0.0,0.0,14.0
23721,2025-06-04,Salas,Perdido,2025-06-04,2025-05-22,,,0.0,0.0,0.0,0.0,13.0
23806,2025-06-04,Salas,CONFIRMACIÓN,2025-06-04,2025-05-26,REUNIÓN,28.0,280.94,0.0,280.94,0.0,9.0
23807,2025-06-05,Salas,CONFIRMACIÓN,2025-06-05,2025-05-26,REUNIÓN,69.0,605.78,0.0,605.78,0.0,10.0
23809,2025-05-31,Salas,Perdido,2025-05-31,2025-05-26,,,0.0,0.0,0.0,0.0,5.0
23954,2025-07-08,Salas,Perdido,2025-07-08,2025-05-29,,,0.0,0.0,0.0,0.0,40.0
24003,2025-07-02,Habs y Salas,CONFIRMACIÓN,2025-07-04,2025-05-30,GRUPOS,19.0,4922.73,602.02,238.3,3693.62,33.0
24010,2025-06-11,Salas,CONFIRMACIÓN,2025-06-11,2025-06-02,REUNIÓN,29.0,290.97,0.0,290.97,0.0,9.0
24041,2025-06-12,Salas,CONFIRMACIÓN,2025-06-12,2025-06-02,REUNIÓN,46.0,461.55,0.0,461.55,0.0,10.0
24071,2025-10-25,Habs y Salas,Perdido,2025-10-29,2025-06-03,,,0.0,0.0,0.0,0.0,144.0
24107,2025-11-14,Salas,Perdido,2025-11-14,2025-06-04,,,0.0,0.0,0.0,0.0,163.0
24121,2025-10-05,Habs y Salas,Perdido,2025-10-10,2025-06-04,,,0.0,0.0,0.0,0.0,123.0
24163,2025-12-01,Salas,Perdido,2025-12-01,2025-06-05,,,0.0,0.0,0.0,0.0,179.0
24198,2025-06-14,Salas,Perdido,2025-06-14,2025-06-06,,,0.0,0.0,0.0,0.0,8.0
24255,2025-06-10,Salas,Perdido,2025-06-10,2025-06-10,REUNIÓN,26.0,521.75,0.0,521.75,0.0,0.0
24358,2025-07-02,Salas,Perdido,2025-07-03,2025-06-12,,,0.0,0.0,0.0,0.0,20.0
24391,2025-09-02,Habs y Salas,Perdido,2025-09-04,2025-06-12,,,0.0,0.0,0.0,0.0,82.0
24440,2025-07-16,Salas,Perdido,2025-07-16,2025-06-16,,,0.0,0.0,0.0,0.0,30.0
24509,2025-10-06,Habs y Salas,CONFIRMACIÓN,2025-10-08,2025-06-17,GRUPOS,9.0,2438.16,0.0,0.0,2234.98,111.0
24527,2025-10-20,Habs y Salas,Perdido,2025-10-24,2025-06-17,,,0.0,0.0,0.0,0.0,125.0
24593,2025-07-07,Salas,CONFIRMACIÓN,2025-07-07,2025-06-19,REUNIÓN,12.0,62.71,62.71,0.0,0.0,18.0
24594,2025-06-26,Salas,CONFIRMACIÓN,2025-06-26,2025-06-19,REUNIÓN,15.0,75.25,0.0,75.25,0.0,7.0
24595,2025-11-14,Habs y Salas,Perdido,2025-11-16,2025-06-19,,,0.0,0.0,0.0,0.0,148.0
24660,2025-09-14,Salas,Perdido,2025-09-14,2025-06-25,,,0.0,0.0,0.0,0.0,81.0
24683,2025-09-24,Salas,Perdido,2025-09-25,2025-06-23,,,0.0,0.0,0.0,0.0,93.0
24696,2025-07-15,Habs y Salas,CONFIRMACIÓN,2025-07-18,2025-06-23,GRUPOS,5.0,322.96,279.06,43.9,0.0,22.0
24718,2025-07-10,Salas,Perdido,2025-07-10,2025-06-26,,,0.0,0.0,0.0,0.0,14.0
24735,2025-12-11,Salas,Perdido,2025-12-11,2025-06-25,,,0.0,0.0,0.0,0.0,169.0
24752,2025-09-08,Salas,Perdido,2025-09-08,2025-06-25,,,0.0,0.0,0.0,0.0,75.0
24800,2025-08-01,Salas,Perdido,2025-08-01,2025-06-27,,,0.0,0.0,0.0,0.0,35.0
24810,2025-07-07,Salas,Perdido,2025-07-07,2025-06-28,,,0.0,0.0,0.0,0.0,9.0
24966,2025-07-03,Salas,CONFIRMACIÓN,2025-07-07,2025-07-03,REUNIÓN,12.0,60.2,0.0,60.2,0.0,0.0
25004,2025-08-30,Habs y Salas,Perdido,2025-08-31,2025-07-03,,,0.0,0.0,0.0,0.0,58.0
25053,2025-10-08,Salas,Perdido,2025-10-08,2025-07-04,,,0.0,0.0,0.0,0.0,96.0
25054,2025-08-23,Salas,Perdido,2025-08-23,2025-07-04,,,0.0,0.0,0.0,0.0,50.0
25148,2025-07-17,Salas,CONFIRMACIÓN,2025-07-17,2025-07-08,REUNIÓN,20.0,125.42,0.0,125.42,0.0,9.0
25186,2025-09-07,Habs y Salas,Perdido,2025-09-09,2025-07-08,,,0.0,0.0,0.0,0.0,61.0
25432,2025-07-29,Habs y Salas,Perdido,2025-07-31,2025-07-15,,,0.0,0.0,0.0,0.0,14.0
25481,2025-07-24,Salas,CONFIRMACIÓN,2025-07-24,2025-07-16,REUNIÓN,5.0,0.0,0.0,0.0,0.0,8.0
25575,2025-11-01,Salas,Perdido,2025-11-01,2025-07-17,,,0.0,0.0,0.0,0.0,107.0
25614,2025-10-07,Salas,Perdido,2025-10-10,2025-07-18,,,0.0,0.0,0.0,0.0,81.0
25656,2025-07-23,Salas,CONFIRMACIÓN,2025-07-24,2025-07-21,REUNIÓN,12.0,85.29,0.0,85.29,0.0,2.0
25805,2025-09-30,Salas,Perdido,2025-10-02,2025-07-24,,,0.0,0.0,0.0,0.0,68.0
25807,2025-11-03,Salas,Perdido,2025-11-05,2025-07-24,,,0.0,0.0,0.0,0.0,102.0
25808,2025-09-29,Habs y Salas,Perdido,2025-10-03,2025-07-24,,,0.0,0.0,0.0,0.0,67.0
25884,2025-10-25,Habs y Salas,Perdido,2025-10-27,2025-07-25,,,0.0,0.0,0.0,0.0,92.0
25954,2025-08-19,Habs y Salas,Cancelado,2025-08-22,2025-07-28,,,0.0,0.0,0.0,0.0,22.0
26064,2025-09-01,Habs y Salas,CONFIRMACIÓN,2025-09-12,2025-07-31,GRUPOS,10.0,5248.83,1417.25,225.76,3292.28,32.0
26065,2025-10-22,Habs y Salas,Perdido,2025-10-26,2025-07-31,,,0.0,0.0,0.0,0.0,83.0
26066,2025-10-04,Salas,Perdido,2025-10-04,2025-07-31,,,0.0,0.0,0.0,0.0,65.0
26070,2025-09-27,Salas,Perdido,2025-09-27,2025-07-31,,,0.0,0.0,0.0,0.0,58.0
26101,2025-10-20,Habs y Salas,Perdido,2025-10-23,2025-07-31,,,0.0,0.0,0.0,0.0,81.0
26232,2025-12-15,Salas,Perdido,2025-12-15,2025-08-05,,,0.0,0.0,0.0,0.0,132.0
26309,2025-11-05,Habs y Salas,Perdido,2025-11-09,2025-08-07,,,0.0,0.0,0.0,0.0,90.0
26314,2025-10-27,Salas,Perdido,2025-10-30,2025-08-07,,,0.0,0.0,0.0,0.0,81.0
26329,2025-11-14,Habs y Salas,Perdido,2025-11-16,2025-08-07,,,0.0,0.0,0.0,0.0,99.0
26400,2025-10-06,Habs y Salas,CONFIRMACIÓN,2025-10-09,2025-08-11,EVENTO,7.0,3489.81,0.0,0.0,3226.43,56.0
26405,2025-10-04,Habs y Salas,Perdido,2025-10-05,2025-08-11,,,0.0,0.0,0.0,0.0,54.0
